P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
PQ221740.1,OZ375330.1,PZ390101.1,203,64,30,0.000000000000,0,-17.3774,0.00000,3.319463e-09,63356,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,PQ305763.1,196,54,22,0.000000000000,0,-12.8775,0.00010,1.049425e-04,30620,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305770.1,206,54,21,0.000000000000,0,-12.4644,0.00027,2.716241e-04,32612,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305772.1,189,53,22,0.000000000000,0,-12.7926,0.00013,1.275787e-04,29832,124956-126839 & 160646-161995
OZ254312.1,OZ375330.1,PQ305779.1,206,60,23,0.000000000000,0,-12.8437,0.00011,1.134317e-04,55021,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,PQ305795.1,204,61,22,0.000000000002,0,-11.7970,0.00126,1.262282e-03,31462,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305796.1,201,49,21,0.000000000000,0,-13.3667,0.00003,3.401642e-05,32081,124956-126839 & 161675-161995
OZ254312.1,OZ375330.1,PQ221894.1,198,54,21,0.000000000001,0,-12.1446,0.00057,5.671280e-04,30243,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221898.1,196,53,21,0.000000000001,0,-12.2717,0.00042,4.232591e-04,30578,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221901.1,188,49,20,0.000000000001,0,-11.9743,0.00084,8.393619e-04,28411,124956-125778 & 160121-161995
PQ221765.1,OZ375330.1,OZ474844.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PP601207.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,31970,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PP601208.1,204,62,23,0.000000000000,0,-12.3602,0.00035,3.452339e-04,31773,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PP601210.1,197,52,20,0.000000000002,0,-11.6989,0.00158,1.581853e-03,32123,124956-126839 & 161675-161995
OZ235149.1,OZ375330.1,OZ413597.1,199,59,29,0.000000000000,0,-17.6841,0.00000,1.637869e-09,63497,93420-94404 & 161980-162241,93420-94404 & 164810-165403,93420-94404 & 166629-166842,93420-94404 & 166985-167574
PQ221765.1,OZ375330.1,OZ414391.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ254712.1,199,58,25,0.000000000000,0,-14.5653,0.00000,2.153213e-06,55421,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254789.1,185,58,26,0.000000000000,0,-14.6657,0.00000,1.708764e-06,53197,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254806.1,201,61,25,0.000000000000,0,-13.9736,0.00001,8.410618e-06,54731,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254828.1,197,60,25,0.000000000000,0,-14.0046,0.00001,7.831194e-06,54576,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254248.1,194,60,25,0.000000000000,0,-13.8573,0.00001,1.099217e-05,53816,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254267.1,200,60,25,0.000000000000,0,-14.1498,0.00001,5.605528e-06,54577,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,OZ254271.1,203,65,27,0.000000000000,0,-14.7365,0.00000,1.451937e-06,57528,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ254274.1,190,64,27,0.000000000000,0,-14.2795,0.00000,4.158788e-06,55518,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254281.1,202,61,25,0.000000000000,0,-14.0213,0.00001,7.535540e-06,54579,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,PZ346333.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221581.1,OZ375330.1,PQ305774.1,208,52,19,0.000000000005,0,-11.2821,0.00413,4.125272e-03,32193,124956-126839 & 161675-161995
PQ221581.1,OZ375330.1,PQ305793.1,206,52,19,0.000000000006,0,-11.2116,0.00485,4.850539e-03,32192,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305794.1,204,61,22,0.000000000002,0,-11.7970,0.00126,1.262282e-03,31424,124956-126839 & 160646-161995
OZ235149.1,OZ375330.1,PQ305809.1,199,57,22,0.000000000000,0,-12.3702,0.00034,3.373839e-04,64036,93420-94404 & 161980-162241,93420-94404 & 164810-165403,93420-94404 & 166629-166842,93420-94404 & 166985-167574
PQ221581.1,OZ375330.1,PQ305811.1,205,52,19,0.000000000007,0,-11.1761,0.00526,5.262436e-03,32211,124956-126839 & 161675-161995
OZ254312.1,OZ375330.1,PQ221912.1,196,55,21,0.000000000001,0,-11.8589,0.00109,1.094642e-03,30295,93420-103454 & 160121-161995,103775-110640 & 160121-161995,124956-125778 & 160121-161995
PQ221581.1,OZ375330.1,PQ220056.1,208,54,21,0.000000000000,0,-12.5425,0.00023,2.268999e-04,32965,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,OZ254463.1,180,61,27,0.000000000000,0,-14.4355,0.00000,2.903787e-06,53569,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254473.1,198,59,25,0.000000000000,0,-14.2824,0.00000,4.130771e-06,54578,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254479.1,192,58,25,0.000000000000,0,-14.2213,0.00000,4.754517e-06,53909,93420-103454 & 161980-162241
PQ221740.1,OZ375330.1,OZ254487.1,198,58,25,0.000000000000,0,-14.5169,0.00000,2.407380e-06,61174,93420-96456 & 161980-162241
OZ254312.1,OZ375330.1,OZ254490.1,198,59,25,0.000000000000,0,-14.2824,0.00000,4.130771e-06,53925,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,OZ254492.1,191,60,26,0.000000000000,0,-14.4949,0.00000,2.532447e-06,55390,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254496.1,197,59,25,0.000000000000,0,-14.2337,0.00000,4.620440e-06,54566,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254506.1,201,61,25,0.000000000000,0,-13.9736,0.00001,8.410618e-06,54584,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254507.1,195,60,25,0.000000000000,0,-13.9067,0.00001,9.812216e-06,53834,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254531.1,204,61,25,0.000000000000,0,-14.1161,0.00001,6.058127e-06,54574,93420-103454 & 161980-162241
PQ221740.1,OZ375330.1,OZ254587.1,191,59,25,0.000000000000,0,-13.9369,0.00001,9.151189e-06,59926,93420-96456 & 161980-162241
OZ254312.1,OZ375330.1,OZ254596.1,196,58,25,0.000000000000,0,-14.4193,0.00000,3.013966e-06,54450,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254619.1,196,59,25,0.000000000000,0,-14.1849,0.00001,5.170948e-06,54244,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254206.1,202,60,25,0.000000000000,0,-14.2455,0.00000,4.496961e-06,54576,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,OZ254222.1,194,63,26,0.000000000000,0,-13.9570,0.00001,8.739222e-06,55049,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254245.1,199,61,25,0.000000000000,0,-13.8775,0.00001,1.049328e-05,54578,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,PZ346336.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PV448277.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ963869.1,203,67,31,0.000000000000,0,-17.3975,0.00000,3.168679e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ352021.1,193,64,27,0.000000000000,0,-14.4413,0.00000,2.864829e-06,54513,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305766.1,195,53,21,0.000000000001,0,-12.2305,0.00047,4.653947e-04,30138,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305776.1,208,51,21,0.000000000000,0,-13.1863,0.00005,5.153233e-05,32345,124956-126839 & 161675-161995
PQ221581.1,OZ375330.1,PQ305786.1,208,54,21,0.000000000000,0,-12.5425,0.00023,2.268999e-04,32611,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305808.1,191,58,27,0.000000000000,0,-15.8117,0.00000,1.220898e-07,56145,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,PQ221891.1,199,55,21,0.000000000001,0,-11.9813,0.00083,8.260063e-04,30364,124956-125778 & 160121-161995
PQ221765.1,OZ375330.1,PQ220059.1,200,56,22,0.000000000000,0,-12.6195,0.00019,1.900652e-04,31532,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ220060.1,190,52,21,0.000000000001,0,-12.2354,0.00046,4.601544e-04,29730,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ220061.1,206,52,19,0.000000000006,0,-11.2116,0.00485,4.850539e-03,32181,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ178862.2,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221740.1,OZ375330.1,OZ462706.1,198,60,30,0.000000000000,0,-18.2074,0.00000,4.909274e-10,60850,93420-96456 & 161980-162241
PQ221740.1,OZ375330.1,OZ462771.1,170,61,30,0.000000000000,0,-16.1717,0.00000,5.330247e-08,63356,93420-96456 & 161980-162241
PQ221740.1,OZ375330.1,OZ462776.1,175,63,30,0.000000000000,0,-15.9447,0.00000,8.988634e-08,63330,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,OZ470124.1,187,62,30,0.000000000000,0,-16.9784,0.00000,8.317245e-09,30781,124956-126839 & 161980-162241
PQ221740.1,OZ375330.1,OZ470950.1,190,63,31,0.000000000000,0,-17.7058,0.00000,1.558029e-09,60911,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,OZ474762.1,202,65,31,0.000000000000,0,-17.8745,0.00000,1.056636e-09,57551,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474763.1,202,65,31,0.000000000000,0,-17.8745,0.00000,1.056636e-09,57563,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474764.1,202,65,31,0.000000000000,0,-17.8745,0.00000,1.056636e-09,57563,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474840.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474841.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474842.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ474843.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ453692.1,200,70,31,0.000000000000,0,-16.4576,0.00000,2.759717e-08,57427,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ461705.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57563,93420-102325 & 161980-162241
PQ221581.1,OZ375330.1,PP601226.1,194,53,21,0.000000000001,0,-12.1891,0.00051,5.119548e-04,30049,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,OZ254761.1,190,62,26,0.000000000000,0,-13.9755,0.00001,8.373248e-06,55408,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254838.1,199,61,25,0.000000000000,0,-13.8775,0.00001,1.049328e-05,54572,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254854.1,199,61,25,0.000000000000,0,-13.8775,0.00001,1.049328e-05,54813,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254859.1,200,61,25,0.000000000000,0,-13.9257,0.00001,9.392011e-06,54575,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,OZ254904.1,192,66,27,0.000000000000,0,-13.9363,0.00001,9.163760e-06,55852,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ254900.1,194,57,27,0.000000000000,0,-16.2406,0.00000,4.548552e-08,54850,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ244989.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ245036.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ245035.1,204,63,27,0.000000000000,0,-15.2490,0.00000,4.460882e-07,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ245037.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,OZ254191.1,191,57,26,0.000000000000,0,-15.2370,0.00000,4.585445e-07,54682,93420-102325 & 161980-162241
PQ221740.1,OZ375330.1,PZ123393.1,203,62,26,0.000000000000,0,-14.6359,0.00000,1.830313e-06,61666,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,PZ346334.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305768.1,188,54,23,0.000000000000,0,-13.3394,0.00004,3.622370e-05,55222,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305773.1,198,55,23,0.000000000000,0,-13.5670,0.00002,2.145002e-05,31497,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305777.1,190,53,20,0.000000000006,0,-11.2212,0.00475,4.745065e-03,30411,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305778.1,208,52,19,0.000000000005,0,-11.2821,0.00413,4.125272e-03,32198,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305797.1,198,56,23,0.000000000000,0,-13.3422,0.00004,3.599293e-05,32032,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305816.1,208,52,19,0.000000000005,0,-11.2821,0.00413,4.125272e-03,32198,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305818.1,192,58,20,0.000000000043,0,-10.3667,0.03345,3.344504e-02,30432,124956-126839 & 160646-161995
OZ254312.1,OZ375330.1,PQ221895.1,191,54,21,0.000000000001,0,-11.8549,0.00110,1.104917e-03,29291,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221899.1,201,55,21,0.000000000001,0,-12.0619,0.00069,6.861084e-04,30397,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221902.1,200,55,21,0.000000000001,0,-12.0217,0.00075,7.526544e-04,30408,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221905.1,196,53,21,0.000000000001,0,-12.2717,0.00042,4.232591e-04,30078,124956-125778 & 160121-161995
PQ221581.1,OZ375330.1,PP601217.1,193,55,21,0.000000000002,0,-11.7348,0.00146,1.456403e-03,30977,124502-126839 & 161675-162241
PQ221765.1,OZ375330.1,PP601220.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32021,124956-126839 & 160646-161995
OZ254312.1,OZ375330.1,OZ254642.1,197,60,25,0.000000000000,0,-14.0046,0.00001,7.831194e-06,54485,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254643.1,198,60,25,0.000000000000,0,-14.0532,0.00001,7.001638e-06,54578,93420-103454 & 161980-162241
PQ221740.1,OZ375330.1,PZ123394.1,201,64,28,0.000000000000,0,-15.6484,0.00000,1.778294e-07,61682,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,PZ346337.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221740.1,OZ375330.1,PZ390102.1,203,64,30,0.000000000000,0,-17.3774,0.00000,3.319463e-09,63356,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,PX480710.1,190,64,30,0.000000000000,0,-16.6157,0.00000,1.917560e-08,55809,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305785.1,201,56,21,0.000000000001,0,-11.8626,0.00109,1.085296e-03,31198,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ220058.1,209,52,19,0.000000000005,0,-11.3171,0.00381,3.806365e-03,32373,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PP601228.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32033,124956-126839 & 160646-161995
PQ221740.1,OZ375330.1,PZ123392.1,203,62,26,0.000000000000,0,-14.6359,0.00000,1.830313e-06,61709,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,PV294984.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57596,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305767.1,200,56,22,0.000000000000,0,-12.6195,0.00019,1.900652e-04,31532,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305780.1,204,56,21,0.000000000001,0,-11.9821,0.00082,8.243954e-04,31211,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ305783.1,192,54,22,0.000000000000,0,-12.7033,0.00016,1.567029e-04,30926,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PQ221885.1,190,59,22,0.000000000003,0,-11.5808,0.00208,2.075848e-03,30295,93420-102325 & 160646-161995,103775-110640 & 160646-161995,124956-126839 & 160646-161995
OZ254312.1,OZ375330.1,PQ221889.1,199,55,21,0.000000000001,0,-11.9813,0.00083,8.260063e-04,30260,124956-125778 & 160121-161995
OZ254312.1,OZ375330.1,PQ221900.1,200,55,21,0.000000000001,0,-12.0217,0.00075,7.526544e-04,30485,124956-125778 & 160121-161995
PQ221765.1,OZ375330.1,PQ240043.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PP601225.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32040,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,OZ334403.1,202,68,31,0.000000000000,0,-17.0792,0.00000,6.594668e-09,57599,93420-102325 & 161980-162241
PQ221740.1,OZ375330.1,OZ389617.1,203,64,30,0.000000000000,0,-17.3774,0.00000,3.319463e-09,63356,93420-96456 & 161980-162241
PQ221765.1,OZ375330.1,OZ254482.1,201,65,27,0.000000000000,0,-14.6338,0.00000,1.839366e-06,57262,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PX925915.1,196,68,31,0.000000000000,0,-16.7209,0.00000,1.504803e-08,57592,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ499044.2,204,66,29,0.000000000000,0,-16.1155,0.00000,6.066397e-08,57599,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ628240.1,200,65,27,0.000000000000,0,-14.5820,0.00000,2.071952e-06,57596,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ662929.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57580,93420-102325 & 161980-162241
PQ221765.1,OZ375330.1,PQ305764.1,197,54,21,0.000000000001,0,-12.1038,0.00062,6.229869e-04,30977,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305765.1,204,52,19,0.000000000007,0,-11.1404,0.00571,5.711324e-03,32114,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305771.1,200,54,21,0.000000000001,0,-12.2257,0.00047,4.705989e-04,31217,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305804.1,203,52,19,0.000000000008,0,-11.1046,0.00620,6.200699e-03,32180,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305806.1,190,53,21,0.000000000001,0,-12.0214,0.00075,7.531085e-04,29995,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305812.1,207,52,19,0.000000000006,0,-11.2469,0.00447,4.472450e-03,32182,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305815.1,200,59,21,0.000000000006,0,-11.2515,0.00443,4.425825e-03,31197,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305817.1,205,52,19,0.000000000007,0,-11.1761,0.00526,5.262436e-03,32188,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PQ305820.1,208,56,23,0.000000000000,0,-13.7787,0.00001,1.317389e-05,32040,124956-126839 & 160646-161995
PQ221581.1,OZ375330.1,PQ305819.1,204,52,19,0.000000000007,0,-11.1404,0.00571,5.711324e-03,32073,124956-126839 & 161675-161995
PQ221581.1,OZ375330.1,PP601212.1,203,54,21,0.000000000000,0,-12.3459,0.00036,3.568578e-04,32367,124956-126839 & 161675-161995
PQ221765.1,OZ375330.1,PP601213.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32040,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PP601216.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32040,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PP601218.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32040,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,PP601219.1,208,62,23,0.000000000000,0,-12.5318,0.00023,2.325638e-04,32040,124956-126839 & 160646-161995
PQ221765.1,OZ375330.1,OZ412016.1,205,65,27,0.000000000000,0,-14.8383,0.00000,1.148558e-06,57599,93420-102325 & 161980-162241
OZ254312.1,OZ375330.1,OZ254330.1,202,61,25,0.000000000000,0,-14.0213,0.00001,7.535540e-06,54579,93420-103454 & 161980-162241
OZ254312.1,OZ375330.1,OZ254387.1,205,59,25,0.000000000000,0,-14.6168,0.00000,1.912647e-06,54257,93420-103454 & 161980-162241
PQ221765.1,OZ375330.1,OZ254398.1,204,65,27,0.000000000000,0,-14.7875,0.00000,1.291045e-06,57551,93420-102325 & 161980-162241
